OBJECTID;NUM_PAVE;IGDS_LEVEL;LIB_LEVEL;LIB_CLASSE;geo_shape;lat;long
589;230;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.345453481585956, 48.870983373181694], [2.345410826946089, 48.870990597250135], [2.34541119532642, 48.870991550766554], [2.345415585021434, 48.87099080403813], [2.3454261407473362, 48.871017412981814], [2.345420224846241, 48.871018429260445], [2.345420593227041, 48.87101938277681], [2.345467240068653, 48.87101136663268], [2.345492009093825, 48.87100710160281], [2.345480799047135, 48.87097874886376], [2.345453481585956, 48.870983373181694]]]}";48.8709985649;2.34545342179
613;084B;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.319092444164797, 48.876585134601235], [2.31909177566384, 48.87658735576125], [2.319084445667908, 48.87661155392746], [2.319088590216211, 48.87661210361457], [2.319099659670291, 48.876613391475836], [2.319103804230657, 48.87661394026316], [2.319107980990371, 48.87660013669711], [2.319127585836548, 48.876602352656285], [2.319132990672135, 48.876583990134705], [2.3191078929052322, 48.87658048835682], [2.31909735494483, 48.87657901196035], [2.319097041288606, 48.876579433764554], [2.319096713869553, 48.876579865383185], [2.319096386450496, 48.876580297001794], [2.319096208872229, 48.87658053071896], [2.319096031399769, 48.87658075634273], [2.319095895556932, 48.876580926444305], [2.319094748932079, 48.87658238314541], [2.319093616998874, 48.87658375898966], [2.319092444164797, 48.876585134601235]]]}";48.8765948898;2.31910698125
623;172E;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.301642470798269, 48.88303379239804], [2.30161040620016, 48.88304417793766], [2.301611605051116, 48.883045788444406], [2.301614905748913, 48.883044718604054], [2.301620476717023, 48.883052202986896], [2.301621702368579, 48.883053848723904], [2.301618401682402, 48.88305491766515], [2.301627228902279, 48.88306678191515], [2.301659293510951, 48.88305639637124], [2.301648777150796, 48.88304226494113], [2.301642470798269, 48.88303379239804]]]}";48.8830503073;2.30163563996
653;011A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.342192948499299, 48.858377170212805], [2.342170834117789, 48.85842380858597], [2.342181422793945, 48.85842599285853], [2.342192953509755, 48.858428375668915], [2.34221350159187, 48.8583849933252], [2.3422131601663, 48.858384939286076], [2.342212833845948, 48.8583848763365], [2.342212506503399, 48.858384786400755], [2.342212193016697, 48.858384678554195], [2.342211906901283, 48.85838456186456], [2.342211633392448, 48.85838441826373], [2.342211375000284, 48.85838426485312], [2.342211129089709, 48.85838409442347], [2.342210911924683, 48.85838391425897], [2.342210720767935, 48.858383725243876], [2.342210557096011, 48.85838351839293], [2.3422104206817362, 48.858383311691775], [2.342210311638648, 48.85838309614753], [2.3422102299782, 48.858382870861], [2.34220952145469, 48.85838436438517], [2.342202925541545, 48.858382997089045], [2.342195237979954, 48.858381406148865], [2.342196859572141, 48.85837797954321], [2.342192948499299, 48.858377170212805]]]}";48.8584041018;2.34219219502
742;192E;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.3923476933819092, 48.88886302040741], [2.392334993158446, 48.88888400636839], [2.392331828038397, 48.888883171923425], [2.392331216218773, 48.88888417965557], [2.392368892032784, 48.8888940889162], [2.392403268037628, 48.88890313695795], [2.392417179495991, 48.888880144455364], [2.392381575785987, 48.8888707736263], [2.392345127703887, 48.88886118716094], [2.39234451462601, 48.888862185893565], [2.3923476933819092, 48.88886302040741]]]}";48.8888825397;2.39237563896
749;202E;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.405267883034369, 48.86458783538201], [2.405343744558698, 48.8645840942585], [2.405341703637781, 48.864566208837275], [2.405265854406851, 48.86456995002048], [2.405267883034369, 48.86458783538201]]]}";48.8645770224;2.40530479667
754;143E;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.324364390482133, 48.82061297506884], [2.324379759294539, 48.82063567418807], [2.324392583580645, 48.82065461479768], [2.324396069944159, 48.82065359031239], [2.324393741871624, 48.820650154107945], [2.32440778372819, 48.82064597396761], [2.324410125082426, 48.820649436328935], [2.324413611445248, 48.82064841184319], [2.324401087881368, 48.820629912733025], [2.324385541297031, 48.8206069526904], [2.324364390482133, 48.82061297506884]]]}";48.8206296214;2.32438826503
767;163A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.286125283384953, 48.86350152456155], [2.286101183620662, 48.86351722468993], [2.2861009513887, 48.86351706232062], [2.286095496481289, 48.86352062089375], [2.286097988622695, 48.8635222860709], [2.286103444769911, 48.86351873649858], [2.286103199031034, 48.86351856505516], [2.286105817691328, 48.863516866510835], [2.28611603350826, 48.86352368787843], [2.286113688206603, 48.863525233365024], [2.286113442332208, 48.86352507181367], [2.286108028080981, 48.86352864771757], [2.28611053397654, 48.86353030398296], [2.28611594823999, 48.863526727179696], [2.2861157037285142, 48.863526565636526], [2.286138849225876, 48.86351136884654], [2.286166032036877, 48.86349350347304], [2.286151565984072, 48.863484395786905], [2.286125283384953, 48.86350152456155]]]}";48.8635056052;2.28613335704
782;103A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.360897934156054, 48.870658865923225], [2.360875208408522, 48.87068427501321], [2.360859798896486, 48.87070150860351], [2.36088374131613, 48.87071082858952], [2.36090139843918, 48.87069107715677], [2.360921876673253, 48.87066817690917], [2.360920472272825, 48.870667637901505], [2.360917529530971, 48.87067092096479], [2.360896381850167, 48.870662714899574], [2.360899338445676, 48.87065941392399], [2.360897934156054, 48.870658865923225]]]}";48.870686287;2.36088954796
788;111C;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.380430897147372, 48.86902378105295], [2.380434535185745, 48.869020956176385], [2.380434125813382, 48.869020874915535], [2.38043374401453, 48.8690207677166], [2.380433362440196, 48.86902064163271], [2.380433007087079, 48.86902048870441], [2.3804326805744003, 48.86902031793861], [2.380432366544063, 48.8690201292507], [2.380432080098135, 48.8690199137254], [2.380431834664798, 48.86901968851964], [2.38043161659115, 48.86901945536148], [2.380431424642252, 48.86901920345245], [2.38038915482567, 48.869051935504324], [2.380388351059122, 48.86905269128448], [2.380387643446561, 48.86905350062335], [2.380387044566527, 48.86905433750527], [2.380386567954572, 48.869055210094324], [2.380386186561098, 48.86905610026372], [2.380385929012948, 48.869057008161676], [2.380385792572739, 48.869057934673314], [2.380385766560083, 48.86905886085727], [2.380385876875033, 48.86905978684767], [2.380386094987335, 48.8690607044027], [2.380386423740942, 48.86906160364435], [2.38038687414827, 48.8690624756363], [2.380387447465545, 48.869063329378406], [2.380388115269378, 48.86906414763608], [2.380388880403823, 48.86906492053138], [2.380389752400328, 48.86906564901289], [2.380390708202797, 48.869066323068644], [2.380391757342575, 48.86906694364721], [2.38040456457524, 48.869073979818666], [2.380405859134644, 48.86907448295493], [2.380407209087397, 48.86907491353145], [2.380408614518863, 48.86907526435401], [2.380410059092422, 48.869075533539416], [2.380411531999197, 48.869075712937615], [2.380413031779417, 48.86907581063508], [2.380414531148534, 48.869075828289304], [2.380416030331168, 48.8690757470153], [2.380417501849827, 48.86907558465757], [2.380418960699425, 48.86907534129384], [2.380420378360478, 48.869075007782996], [2.380421740976426, 48.86907460293954], [2.380423048782788, 48.86907410697909], [2.38042428915805, 48.86907354951456], [2.3804254472355453, 48.86907291967697], [2.380469938760796, 48.86904010558139], [2.380469571539413, 48.86904003353221], [2.380469203158153, 48.86903994438961], [2.380468862371786, 48.86903982751035], [2.380468521799332, 48.86903969264547], [2.380468220972644, 48.86903953999948], [2.380467921723162, 48.869039369374896], [2.38046766223004, 48.86903918007002], [2.380467430096614, 48.86903898281268], [2.380467211819511, 48.869038766741], [2.380467034651366, 48.869038532895296], [2.380466884746655, 48.8690382991907], [2.380463042105033, 48.86904113380125], [2.380430897147372, 48.86902378105295]]]}";48.8690503421;2.38042336712
896;193H;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.389608157470525, 48.87514755746135], [2.38957849912387, 48.87515489137407], [2.389591543955971, 48.87517783421854], [2.389604532688349, 48.875200678747724], [2.389608622479456, 48.875199669865964], [2.3896071330440942, 48.87519704431389], [2.389628613183617, 48.87519172906591], [2.3896301026199103, 48.87519435461777], [2.38963419105731, 48.87519334482887], [2.389621202313753, 48.875170500302765], [2.389608157470525, 48.87514755746135]]]}";48.8751731835;2.38960581346
897;143A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.32727799852538, 48.82856896281808], [2.32726184787335, 48.828550202719036], [2.327258293061961, 48.82855153358555], [2.327252845391391, 48.82854511197423], [2.327228436756501, 48.828554139310114], [2.327233324517058, 48.82855993090759], [2.327231458790866, 48.82856063181864], [2.327283899227266, 48.82862156184513], [2.327313663063185, 48.82861039532492], [2.32727799852538, 48.82856896281808]]]}";48.8285832076;2.32727047128
930;082B;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.297612614262604, 48.87817925267304], [2.297575575163892, 48.878191145847886], [2.297573000460455, 48.87818763770822], [2.297569931638507, 48.87818861706852], [2.297585907023689, 48.87821041185291], [2.297602469075248, 48.87823298980372], [2.297645249885476, 48.87821938019395], [2.297629900952045, 48.878198044158744], [2.297613190938436, 48.87817481062417], [2.297610108738701, 48.878175771020906], [2.297612614262604, 48.87817925267304]]]}";48.8782053869;2.29760876102
940;052B;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.351917306199056, 48.842797234979344], [2.35191544951996, 48.84278448365444], [2.351908678074202, 48.84278487956342], [2.351909580103617, 48.84279145339281], [2.351911990922369, 48.84279130906505], [2.351923267622592, 48.84286855522899], [2.351985244345042, 48.842865147819566], [2.351975153473062, 48.84278687651674], [2.35197756429142, 48.84278673218763], [2.351976704664131, 48.842780473365295], [2.351969932984642, 48.84278088816307], [2.351971585070346, 48.84279365726543], [2.351917306199056, 48.842797234979344]]]}";48.8428297062;2.35194919417
977;081C;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.305104421257217, 48.867679122348555], [2.305076439001196, 48.86769654211203], [2.305058152151264, 48.86770792239137], [2.305072186371561, 48.86771764667249], [2.305105856001373, 48.86769655012532], [2.3051182917281, 48.867688756638515], [2.305116411511579, 48.86768745246177], [2.305114844236129, 48.86768844163737], [2.305104746957659, 48.86768137890182], [2.305106289205031, 48.86768042645427], [2.305104421257217, 48.867679122348555]]]}";48.8676987376;2.30508766107
1014;194E;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.38517712576482, 48.87398870377929], [2.385133910686847, 48.87399066449405], [2.385135534245438, 48.87400627537967], [2.385177508011906, 48.87400436944337], [2.385208167787436, 48.87400298005944], [2.385208044184441, 48.87400190112314], [2.385206640533458, 48.873988448870314], [2.385206530574161, 48.873987369104704], [2.38517712576482, 48.87398870377929]]]}";48.8739968222;2.38517103277
1028;410;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.352725380712036, 48.855548566288526], [2.3527311845011, 48.85554018424519], [2.3527326420081662, 48.855537944648674], [2.35268063252455, 48.85552322240995], [2.352672501082837, 48.855535867378336], [2.35272389605988, 48.85555079674461], [2.352725380712036, 48.855548566288526]]]}";48.855536981;2.35270253907
1070;053B;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.3404919744433172, 48.84649238403173], [2.340489453050748, 48.84648789761289], [2.340486265412081, 48.84648867957217], [2.340510371102369, 48.846531637300345], [2.340510520990745, 48.846531853073714], [2.340510698244473, 48.84653206000434], [2.340510902988737, 48.846532248199956], [2.340511134973067, 48.846532437445084], [2.340511379561986, 48.846532599778826], [2.340511652890133, 48.846532752378096], [2.340511952334736, 48.84653288713408], [2.34051226551902, 48.846533012972216], [2.340512579044614, 48.846533111831405], [2.340512920049364, 48.84653319285484], [2.340513273544898, 48.84653325595996], [2.340513615118668, 48.84653329201857], [2.34051398270657, 48.8465333183276], [2.34051433699873, 48.84653331848185], [2.340514691632299, 48.846533291657174], [2.340515045017073, 48.84653325583202], [2.340515386480081, 48.846533192960344], [2.340515726808197, 48.846533112095194], [2.340516053738044, 48.84653301316898], [2.3405525964812393, 48.84652407260126], [2.340552909557697, 48.84652399158575], [2.340553222747951, 48.846523901577356], [2.340553509016773, 48.84652378533903], [2.340553781898794, 48.846523650140384], [2.34055404126884, 48.846523505873684], [2.34055427224106, 48.84652334436256], [2.340554489701305, 48.846523173783375], [2.340554681511576, 48.84652298417622], [2.3405548446964293, 48.846522795310655], [2.340554980846054, 48.84652258920825], [2.340555089869312, 48.84652237306328], [2.34055517164113, 48.84652215676818], [2.340555212524357, 48.84652194114703], [2.34055523989561, 48.84652171645776], [2.340555226389552, 48.846521491543236], [2.340555185632155, 48.84652126647849], [2.340555117497942, 48.846521051155776], [2.340555022112392, 48.846520835682874], [2.340554885747114, 48.84652062807834], [2.3405547356308922, 48.84652043029096], [2.340530683160347, 48.84647757179448], [2.340527495511548, 48.846478354654195], [2.340530138169853, 48.84648305758719], [2.340511063178075, 48.846487716352065], [2.3404919744433172, 48.84649238403173]]]}";48.8465077675;2.34052231468
1074;121F;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.440545376601356, 48.84454411305513], [2.44058020872157, 48.84454095192957], [2.440605587372265, 48.84453865313885], [2.440605367208736, 48.84453758367777], [2.440602478384955, 48.84453784717066], [2.440597922423725, 48.84451544995892], [2.440600442956342, 48.844515222516854], [2.440600222792916, 48.84451415305572], [2.440551250345531, 48.844518640261505], [2.440536660245933, 48.84451997502318], [2.44052855566231, 48.84452071955928], [2.440533755901782, 48.84454516671462], [2.440545376601356, 48.84454411305513]]]}";48.8445297794;2.44056581373
1088;171G;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.297088543828969, 48.87811243602161], [2.297089401594119, 48.87811414440622], [2.297142079776828, 48.87810257972784], [2.297135531375645, 48.87808961058384], [2.297082676719889, 48.87810121919019], [2.297083534472525, 48.878102928474114], [2.297088543828969, 48.87811243602161]]]}";48.8781018835;2.29711242146
1094;052A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.363736849234275, 48.84274806303436], [2.363708066496117, 48.84275753850747], [2.363707098080364, 48.8427562805463], [2.363706826102654, 48.842756459871296], [2.36370653934623, 48.8427566220298], [2.363706226922355, 48.84275676606462], [2.363705899620951, 48.842756901026654], [2.36370554539939, 48.842757008864616], [2.363705191397414, 48.842757098716575], [2.363704824089019, 48.84275716241629], [2.36372114338843, 48.842778605449055], [2.363736413731932, 48.84279869205954], [2.363769242307473, 48.84278729008075], [2.363752676179871, 48.84276485734399], [2.363737638260667, 48.84274448327618], [2.363734872976538, 48.842745428187094], [2.363736849234275, 48.84274806303436]]]}";48.8427726286;2.36373759216
1108;161C;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.27329304420374, 48.84718459249081], [2.273298001398295, 48.847186079575565], [2.273299694020428, 48.84718362559229], [2.273231060511861, 48.84716300261362], [2.273211403383046, 48.847192136898585], [2.273278945355489, 48.847213056344046], [2.273280678744077, 48.84721061070298], [2.273276074953714, 48.84720918782058], [2.27329304420374, 48.84718459249081]]]}";48.8471873654;2.27325342085
1122;162E;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.274080879888488, 48.85803834928217], [2.2740473373783052, 48.85806189244079], [2.274076139160861, 48.858079749437124], [2.27410500984288, 48.858097651811896], [2.274107341517721, 48.85809601653397], [2.274102385233614, 48.858092920558434], [2.274131262000187, 48.858072819704795], [2.274136219646986, 48.858075915687486], [2.274138551319873, 48.858074280408914], [2.274111424966949, 48.85805737701715], [2.274080879888488, 48.85803834928217]]]}";48.8580667168;2.27409082698
1172;063C;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.324949254624425, 48.843639322453974], [2.324913937313518, 48.843650802304225], [2.324926441059858, 48.843667485020035], [2.324960845529235, 48.84365610344219], [2.324994364534593, 48.84364501904465], [2.324992539889615, 48.843642609245485], [2.324988752040483, 48.843643858674355], [2.324979994082661, 48.84363232887303], [2.3249837953231, 48.843631097507235], [2.324981970690644, 48.843628686808536], [2.324949254624425, 48.843639322453974]]]}";48.8436484641;2.32495276734
1176;063C;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.328840387555149, 48.84450120717765], [2.328829767633576, 48.84453832007545], [2.328856949198552, 48.8445417030804], [2.3288674324432392, 48.844505255841796], [2.328873962681589, 48.84448256736731], [2.328870624953864, 48.84448209086709], [2.32887082895458, 48.84448138061525], [2.328873827426442, 48.844470849704955], [2.328853500446616, 48.84446826781833], [2.3288502963346, 48.84447878948021], [2.328850064620031, 48.844479535551066], [2.328846726661094, 48.84447907703617], [2.328840387555149, 48.84450120717765]]]}";48.844505995;2.32885312243
1177;063C;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.328048981315681, 48.84717132292609], [2.328038271407902, 48.84716999107697], [2.328038749594215, 48.8471683092594], [2.3280343347521573, 48.84716776013549], [2.328024313124283, 48.847202983983934], [2.328043837856415, 48.84720540500472], [2.3280538730974802, 48.84717018123123], [2.328049458255003, 48.84716963210788], [2.328048981315681, 48.84717132292609]]]}";48.8471870325;2.32803896168
1246;061B;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.339954372485221, 48.8516179882041], [2.339969322385002, 48.85162509284837], [2.339972674484671, 48.85162663035255], [2.340014001580652, 48.85158745661788], [2.339992266282496, 48.851577340378135], [2.339951020386648, 48.85161645069935], [2.339954372485221, 48.8516179882041]]]}";48.8516019705;2.33998249734
1253;071A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.325309338609638, 48.86093281569303], [2.325322683797773, 48.860928743127026], [2.325329075856975, 48.86092679249886], [2.325330915929883, 48.86092942717651], [2.325460403443921, 48.860889898598494], [2.325438045280968, 48.860858008421296], [2.325308556466153, 48.860897536968565], [2.325310464882711, 48.860900261966925], [2.325304085092705, 48.860902212663305], [2.325290727643271, 48.86090628515823], [2.325309338609638, 48.86093281569303]]]}";48.8608962857;2.32537608817
1285;141A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.322191999796167, 48.838520960805084], [2.322168337401072, 48.83851670401555], [2.322169400982068, 48.83851412345828], [2.322165450787139, 48.83851342205062], [2.322146718440492, 48.83855887791395], [2.322178268977629, 48.83856453835219], [2.32219699993641, 48.83851908247643], [2.322193063376079, 48.8385183802476], [2.322191999796167, 48.838520960805084]]]}";48.8385399331;2.32217146595
1287;141A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.331861246568736, 48.83342595039567], [2.331839845446582, 48.83343405200106], [2.331827994250522, 48.83343853931496], [2.331865545021125, 48.833481408985136], [2.331869795799655, 48.83347979047761], [2.33186640423923, 48.83347591412658], [2.331884739442596, 48.83346903562422], [2.331890583349354, 48.83346684142346], [2.331894084686926, 48.83347076245627], [2.331898239289126, 48.83346920726591], [2.331861246568736, 48.83342595039567]]]}";48.8334522906;2.33186197857
1304;183A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.359053061036235, 48.896574915423244], [2.359050142305186, 48.89657479008537], [2.358991084237846, 48.8965730665572], [2.358987455541929, 48.89657288705586], [2.358981300443225, 48.896655927701836], [2.359047464908532, 48.89665820727528], [2.35905359449825, 48.89657745165694], [2.359054576120385, 48.89657748748741], [2.359054672100274, 48.89657622805664], [2.359054343718201, 48.89657586837065], [2.359053961911964, 48.896575527284355], [2.359053525339899, 48.896575202992], [2.359053061036235, 48.896574915423244]]]}";48.8966154722;2.35901753411
1310;183A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.360049491075023, 48.890497340427075], [2.360048274839348, 48.89052206170708], [2.360109807858866, 48.8905233708073], [2.360111050745628, 48.890497921217836], [2.360111267230084, 48.89049362271231], [2.360113118658478, 48.89045561013596], [2.360084888399455, 48.89045499522461], [2.360084241797211, 48.89047120925802], [2.360086832392548, 48.89047126267249], [2.360086683531901, 48.89047427550778], [2.3600853200478102, 48.89047424843615], [2.360085170782609, 48.890477405160965], [2.360054595177523, 48.890476755225855], [2.360054744444576, 48.890473598501096], [2.360050652728237, 48.89047350918442], [2.360049491075023, 48.890497340427075]]]}";48.8904938476;2.36008340694
1325;151A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.299780646363335, 48.841507216067114], [2.299765533317791, 48.84152980967501], [2.299749548418092, 48.84155370765745], [2.299753280793615, 48.84155479615656], [2.299754931343612, 48.841552324460814], [2.299766467872138, 48.841555681880855], [2.2997648173105, 48.84155815447602], [2.299768563298991, 48.84155924395369], [2.2997826933539622, 48.841538115059514], [2.299799661230475, 48.84151275235867], [2.299780646363335, 48.841507216067114]]]}";48.8415324968;2.29977509469
48;204B;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.405926980627146, 48.85296000033551], [2.405936493537236, 48.85296116365869], [2.40594599418298, 48.852962326920206], [2.405945071803989, 48.852965412504986], [2.405948751486623, 48.852965886743874], [2.40596335995658, 48.85291696631739], [2.405936960286279, 48.85291352924127], [2.405923150446821, 48.852959697124426], [2.405923505530348, 48.85295975104967], [2.405923860418968, 48.85295982206159], [2.405924201362308, 48.85295992088408], [2.405924528575679, 48.8529600286319], [2.405924828226275, 48.85296016322335], [2.405925114034223, 48.85296031663241], [2.405925387485026, 48.852960478074245], [2.405925632113012, 48.852960657359965], [2.405925850633378, 48.85296085540243], [2.4059260417961292, 48.85296106230255], [2.405926205601469, 48.85296127806029], [2.405926342049194, 48.85296150267573], [2.4059264375117593, 48.852961736081156], [2.405926980627146, 48.85296000033551]]]}";48.8529384863;2.40594329433
71;082C;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.309484988725404, 48.87485270548731], [2.309471913707252, 48.87485218129303], [2.309472133450666, 48.87484979840907], [2.30946928399588, 48.874849689339726], [2.309465882140825, 48.87488672074358], [2.309484668243828, 48.87488747124088], [2.309488069954431, 48.87485044972853], [2.309485207104886, 48.874850322595464], [2.309484988725404, 48.87485270548731]]]}";48.8748693912;2.30947690191
86;081D;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.296052027420763, 48.873055734253214], [2.296024215385002, 48.87307414122963], [2.296020422950413, 48.87307672971929], [2.296050031340616, 48.873095588602425], [2.296075225034187, 48.873111631753716], [2.2961103620679753, 48.87308770540228], [2.296083902108665, 48.873070933538266], [2.296055804978064, 48.8730531366816], [2.296052027420763, 48.873055734253214]]]}";48.8730823308;2.2960654498
98;084A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.311471921730505, 48.875010521742624], [2.311475997326044, 48.875010702569256], [2.311476189990421, 48.875008814163806], [2.311422625532463, 48.87500642858392], [2.31142128351075, 48.875019557525654], [2.311474846618809, 48.87502194309824], [2.311475039283268, 48.875020054692804], [2.311470962323562, 48.87501987385831], [2.311471921730505, 48.875010521742624]]]}";48.8750141226;2.31144731823
154;133C;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.357374939122809, 48.82651038261456], [2.357386667692075, 48.826511998859], [2.357398381379292, 48.826513606927925], [2.357397346775932, 48.82651687149578], [2.357399090058054, 48.82651711380122], [2.357414406264254, 48.826468576790326], [2.357387492338115, 48.82646487694253], [2.357372176107945, 48.826513413950096], [2.357373905769269, 48.826513656182755], [2.357374939122809, 48.82651038261456]]]}";48.8264895859;2.35739373633
172;114B;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.385782675205212, 48.85452610215846], [2.3857272979524202, 48.85455902098075], [2.385731484001985, 48.85456208586983], [2.385746526975187, 48.854573104582165], [2.385801904241398, 48.85454018485215], [2.385799162588325, 48.85453818141754], [2.385795294970164, 48.854540475591946], [2.385783116601838, 48.85453155088653], [2.385781549122389, 48.85453040965971], [2.385785416846415, 48.85452810649277], [2.385782675205212, 48.85452610215846]]]}";48.8545504073;2.3857632482
214;172C;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.301048562326632, 48.88963749258167], [2.301033575334711, 48.88963791052169], [2.301033709982737, 48.88963996987227], [2.301033830873064, 48.88964203813581], [2.301035408503718, 48.88966654417326], [2.301035556872559, 48.88966880055699], [2.301053968335346, 48.889668284793764], [2.301051971665169, 48.889637403663755], [2.301048562326632, 48.88963749258167]]]}";48.8896531007;2.30104376515
256;043A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.368713088687394, 48.85403828180597], [2.368733080185315, 48.854037746038806], [2.368733245124571, 48.85404044316544], [2.368735290071288, 48.85404038920055], [2.368732342364958, 48.853992565909934], [2.3686882585785423, 48.853993748009266], [2.368691204892578, 48.85404157039444], [2.368693249850381, 48.854041515531], [2.36869308491319, 48.85403881840438], [2.368713088687394, 48.85403828180597]]]}";48.8540158515;2.36871169897
277;171A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);"{""type"": ""Polygon"", ""coordinates"": [[[2.292809331488658, 48.885697294922906], [2.292795456778424, 48.88568889054115], [2.292781582072769, 48.8856804861577], [2.292784352818048, 48.88567849970843], [2.292781845176076, 48.88567697851324], [2.292732845512467, 48.88571215788208], [2.292765473878108, 48.885732107170455], [2.292814608513896, 48.885696829659466], [2.292812100870157, 48.885695308464925], [2.292809331488658, 48.885697294922906]]]}";48.8857053573;2.29277253978
