#### EXPORT DONNEES METEO POUR "PARIS" (LAT/LON: 48.856614/2.3522219)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,OPINION
2015-09-08,21,13,18,13,20,19,0,97,10,1028,41.25,20,12,10,116,119,113,météo correcte
2015-09-09,23,10,19,10,21,21,0,91,10,1022,1.125,25,12,12,113,113,113,météo favorable
2015-09-10,22,13,23,13,22,18,0,75,10,1019,4.375,24,9,12,113,113,113,météo favorable
2015-09-11,22,10,8,10,19,20,0,78,10,1017,29.125,25,9,11,113,119,113,météo correcte
2015-09-12,18,14,18,17,17,14,9.4,87,9.125,1013,65.75,20,16,14,353,356,176,météo défavorable
2015-09-13,20,15,17,15,20,18,2.2,95,10,1011,50.875,24,17,14,116,353,176,météo correcte
2015-09-14,18,16,39,16,18,16,2.3,90,10,1006,67.25,18,14,12,353,353,176,météo défavorable
2015-09-15,19,12,31,12,18,17,2.6,87,7.75,1006,56.75,20,12,10,176,113,176,météo correcte
2015-09-16,21,17,40,17,19,20,20,88,8.875,997,73,24,17,17,353,302,176,météo très défavorable
2015-09-17,20,14,29,14,20,17,2.1,86,9.25,1011,72.25,21,13,13,263,176,176,météo défavorable
2015-09-18,19,12,31,12,18,15,8.5,94,9.5,1017,57.125,19,13,9,116,353,356,météo correcte
2015-09-19,20,12,18,12,19,16,0.1,96,9,1026,45.5,20,13,10,143,119,113,météo correcte
2015-09-20,18,7,3,7,16,16,0,92,10,1027,7.625,24,12,10,113,113,113,météo favorable
2015-09-21,20,7,12,7,17,18,0,83,10,1022,28.875,21,11,11,113,119,116,météo correcte
2015-09-22,16,14,34,14,16,14,5.8,91,6.5,1009,77.125,17,12,11,122,293,176,météo défavorable
2015-09-23,18,11,22,11,17,16,0.5,93,9.375,1018,26.875,18,10,9,113,116,113,météo favorable
2015-09-24,17,9,20,9,16,16,0.7,88,10,1021,58.375,18,14,8,116,116,353,météo correcte
2015-09-25,19,8,8,8,16,17,0.1,92,10,1025,46.625,19,11,11,113,176,119,météo favorable
2015-09-26,17,10,22,10,17,15,0,85,10,1026,44.625,19,9,8,113,113,119,météo correcte
2015-09-27,19,9,26,9,18,16,0,88,10,1031,3.125,20,8,6,113,113,113,météo favorable
2015-09-28,18,8,26,8,17,15,0,85,10,1034,2.875,20,7,7,113,113,113,météo favorable
2015-09-29,18,9,30,9,17,15,0,75,10,1031,0,19,6,6,113,113,113,météo favorable
2015-09-30,17,8,23,8,16,15,0,74,10,1029,2.75,19,5,6,113,113,113,météo correcte
2015-10-01,16,7,27,7,15,14,0,73,10,1028,0,18,4,4,113,113,113,météo correcte
2015-10-02,18,6,13,6,15,14,0,75,10,1025,14.375,20,6,6,113,113,113,météo favorable
2015-10-03,18,8,2,8,15,14,0.2,82,9.375,1018,35.5,24,9,10,116,116,113,météo favorable
2015-10-04,20,7,11,7,16,17,0.1,85,10,1018,16.25,24,9,11,113,113,113,météo favorable
2015-10-05,18,13,17,13,18,16,8.8,97,9.25,1013,78.5,19,16,11,119,296,293,météo défavorable
2015-10-06,21,15,31,15,21,19,11.3,94,9.5,1006,80.125,25,16,14,356,353,353,météo défavorable
2015-10-07,17,14,25,14,16,15,0.5,79,8,1019,81.625,17,11,12,266,116,119,météo défavorable
2015-10-08,16,12,12,9,15,13,0,67,10,1022,78.875,17,7,13,122,122,116,météo défavorable
2015-10-09,16,12,16,9,16,15,0,62,10,1022,27.5,18,8,12,113,113,116,météo correcte
2015-10-10,18,11,19,8,16,14,0,76,10,1020,8.625,20,10,12,116,113,113,météo favorable
2015-10-11,16,11,17,8,15,13,0,68,10,1015,22.5,17,9,10,116,116,113,météo correcte
2015-10-12,16,9,16,7,14,14,0,57,10,1019,27.25,17,7,9,116,116,113,météo correcte
2015-10-13,13,12,24,7,13,9,0.1,68,10,1021,18,13,6,9,116,113,113,météo correcte
2015-10-14,9,5,14,4,9,8,1.9,64,8.875,1021,56,12,5,4,116,116,266,météo très défavorable
2015-10-15,9,6,20,5,8,7,0.3,75,9,1018,62.25,10,3,2,119,113,116,météo défavorable
2015-10-16,7,6,9,6,7,4,2.2,83,9.75,1020,83.375,13,7,8,296,119,122,météo très défavorable
2015-10-17,8,6,11,5,7,7,1.2,83,8,1020,92.5,15,10,9,122,176,266,météo très défavorable
2015-10-18,12,8,14,7,11,8,0.1,82,8,1020,39.5,13,7,7,143,116,113,météo défavorable
2015-10-19,12,8,6,6,11,11,0.2,81,10,1023,64.625,13,9,9,122,176,116,météo défavorable
2015-10-20,14,8,9,7,11,10,0.1,73,10,1026,72.375,14,8,11,119,122,119,météo défavorable
2015-10-21,12,6,7,4,10,10,2.8,74,9.25,1025,54.625,14,9,11,113,122,263,météo défavorable
2015-10-22,15,12,19,11,15,13,4.4,88,7.75,1023,92.875,16,13,12,266,122,176,météo défavorable
2015-10-23,16,13,8,11,15,14,0,71,10,1024,46.625,16,9,13,116,116,113,météo correcte
2015-10-24,17,13,13,10,16,13,0,78,10,1019,39.625,17,9,12,113,119,116,météo correcte
2015-10-25,16,14,20,12,15,14,0.1,79,10,1025,79.375,16,12,12,122,119,122,météo défavorable
2015-10-26,21,13,17,9,18,18,0,78,10,1021,21.25,21,13,12,113,113,113,météo favorable
2015-10-27,20,14,22,11,20,15,0.2,62,9,1014,58.75,20,11,13,116,122,116,météo correcte
2015-10-28,17,14,18,12,16,15,11.9,81,8.875,1012,59.375,17,12,13,308,119,113,météo correcte
2015-10-29,15,11,18,10,13,12,0,88,10,1020,22.5,17,11,10,116,113,113,météo correcte
2015-10-30,16,9,15,8,14,12,0,73,10,1022,6.125,18,11,11,113,113,113,météo correcte
2015-10-31,15,7,8,6,12,11,0,73,10,1027,5.125,25,13,14,116,113,113,météo correcte
2015-11-01,24,7,5,6,10,22,0,67,10,1030,0,25,15,19,113,113,113,météo favorable
2015-11-02,20,13,10,9,17,16,0,70,10,1027,1.125,20,12,12,113,113,113,météo favorable
2015-11-03,13,12,16,9,12,12,0.8,73,7.375,1021,51,16,10,13,266,266,116,météo correcte
2015-11-04,16,14,21,14,15,13,3.6,88,9.75,1020,96.25,16,13,13,176,176,119,météo défavorable
2015-11-05,18,13,19,12,16,16,0.7,78,9,1021,59.25,18,13,13,122,113,119,météo correcte
2015-11-06,19,14,22,14,18,17,6.2,90,8.5,1024,87.375,19,16,16,122,266,302,météo défavorable
2015-11-07,21,14,17,13,18,17,0,87,10,1026,58.125,25,16,18,122,113,113,météo correcte
2015-11-08,18,12,15,12,15,16,0,89,8,1028,26.875,21,15,16,143,113,113,météo favorable
2015-11-09,17,15,24,16,17,14,0.1,77,10,1029,38.25,16,12,13,122,116,113,météo correcte
2015-11-10,15,10,17,10,14,11,0,88,10,1029,22.125,14,10,9,116,113,113,météo correcte
2015-11-11,15,10,17,9,15,13,0.4,94,5.5,1027,78.625,15,13,12,248,116,122,météo défavorable
2015-11-12,15,10,10,9,13,11,0.2,88,8,1027,46.625,17,12,14,143,119,113,météo correcte
2015-11-13,14,12,24,10,14,10,0.6,86,10,1032,62.75,14,12,12,122,353,122,météo correcte
2015-11-14,13,7,22,7,12,11,0,72,10,1033,41.375,13,5,6,113,116,119,météo correcte
2015-11-15,15,10,23,10,15,12,0.1,84,10,1025,57.625,16,11,11,122,116,113,météo correcte
2015-11-16,14,12,27,9,14,13,0.7,82,10,1018,79.75,15,12,11,122,122,176,météo défavorable
2015-11-17,16,15,32,14,16,16,3,83,6,1015,95.375,17,14,16,266,353,353,météo défavorable
2015-11-18,15,12,28,11,15,13,0.1,71,10,1021,68.875,15,12,12,176,119,113,météo défavorable
2015-11-19,17,14,31,13,16,16,1.8,85,10,1021,89.5,16,12,12,116,176,353,météo défavorable
2015-11-20,15,10,33,15,14,8,36.6,91,7.25,1016,96.5,15,13,7,302,308,302,météo très défavorable
2015-11-21,8,5,40,7,6,5,3.5,74,9,1010,65.375,9,3,2,293,113,293,météo très défavorable
2015-11-22,7,2,20,3,6,3,1.9,78,9.25,1016,62.375,7,2,1,122,116,296,météo très défavorable
2015-11-23,3,-2,4,-1,2,-1,0,72,10,1027,25.375,8,1,5,113,113,116,météo très défavorable
2015-11-24,3,1,31,0,2,-1,5.1,89,8.75,1026,86.75,6,6,-2,122,296,266,météo très défavorable
2015-11-25,9,6,20,5,9,6,4.5,85,9.625,1014,52.125,9,6,5,176,353,113,météo défavorable
2015-11-26,9,0,10,0,4,5,0,82,10,1023,25.125,9,5,4,113,113,116,météo très défavorable
2015-11-27,5,2,18,2,4,5,1.4,92,7.875,1022,62.75,8,6,2,116,116,296,météo très défavorable
2015-11-28,8,3,23,5,7,6,3.1,74,9.125,1021,53,9,6,3,113,113,263,météo très défavorable
2015-11-29,12,10,36,9,12,11,2.5,84,8.75,1022,100,12,8,7,266,176,122,météo défavorable
2015-11-30,12,10,35,10,12,10,0.4,82,10,1026,91.25,14,9,9,119,122,122,météo défavorable
2015-12-01,13,11,25,11,13,11,0,87,10,1029,75,12,9,9,119,119,119,météo défavorable
2015-12-02,11,8,17,8,11,8,0,81,10,1030,30.375,12,9,9,116,116,113,météo défavorable
2015-12-03,9,4,16,4,7,6,0,85,10,1029,4.875,11,8,7,113,113,113,météo très défavorable
2015-12-04,10,9,22,9,10,6,2.4,83,8.875,1035,34.875,14,10,8,266,113,113,météo défavorable
2015-12-05,7,2,22,1,5,5,0,86,10,1034,34.875,9,5,1,116,122,113,météo très défavorable
2015-12-06,10,6,26,5,9,8,0.6,90,9.875,1030,62.375,13,8,7,119,116,176,météo défavorable
2015-12-07,11,9,19,8,10,8,0,76,10,1031,23.125,14,10,10,116,113,113,météo défavorable
2015-12-08,9,6,21,5,9,8,5.6,92,8.5,1032,51.625,12,10,7,113,266,296,météo défavorable
2015-12-09,7,3,9,3,6,3,0,87,10,1040,8.375,14,9,9,113,113,113,météo très défavorable
2015-12-10,4,3,16,3,4,1,0,88,10,1038,41.125,8,5,4,113,122,113,météo très défavorable
2015-12-11,10,5,23,3,8,7,0,96,10,1030,69.75,10,8,3,119,122,122,météo très défavorable
2015-12-12,10,8,16,7,10,9,0.1,96,10,1028,89.75,10,8,6,116,119,122,météo défavorable
2015-12-13,7,6,12,6,7,6,0,93,10,1022,26.875,10,7,6,116,113,113,météo très défavorable
2015-12-14,6,2,13,1,4,3,0,78,9,1021,38.25,9,5,3,113,119,119,météo très défavorable
2015-12-15,8,7,15,6,8,8,15.7,92,7.875,1023,70,10,9,5,116,266,308,météo très défavorable
2015-12-16,13,10,23,9,13,12,0.3,94,10,1027,78.25,14,12,10,119,176,119,météo défavorable
2015-12-17,15,10,17,10,14,12,0,85,10,1027,31.875,16,10,9,113,116,119,météo correcte
2015-12-18,13,11,17,9,13,11,1.1,86,10,1024,78.875,15,12,11,176,353,116,météo défavorable
2015-12-19,14,9,17,8,12,11,0.2,89,9,1023,48.5,15,11,10,122,116,113,météo correcte
2015-12-20,14,10,23,9,13,13,2.1,87,9.25,1023,54.875,13,10,8,113,116,263,météo correcte
2015-12-21,12,8,28,9,11,10,0.6,84,8.875,1028,50.75,13,8,8,116,116,119,météo défavorable
2015-12-22,14,12,31,12,13,12,0.8,82,8,1027,64,14,9,10,119,116,119,météo correcte
2015-12-23,14,11,21,10,13,12,0.5,91,8,1029,54.5,14,10,9,266,116,113,météo correcte
2015-12-24,13,9,29,10,12,13,5.8,80,9.375,1025,87.875,13,9,8,119,122,296,météo défavorable
2015-12-25,14,10,25,10,12,13,6.6,83,6.625,1029,85.5,13,10,8,296,266,266,météo défavorable
2015-12-26,11,7,20,7,10,9,0,92,10,1030,22.5,13,9,8,116,113,113,météo défavorable
2015-12-27,10,6,17,6,9,7,0,91,10,1029,47,12,9,8,116,116,122,météo défavorable
2015-12-28,10,4,18,3,8,8,0,85,10,1027,78.75,11,6,3,119,122,116,météo très défavorable
2015-12-29,10,8,16,7,10,8,4.5,96,9.5,1030,48.375,13,10,9,302,113,113,météo défavorable
2015-12-30,11,7,26,6,10,7,0,87,10,1028,22.5,11,7,7,116,113,113,météo défavorable
2015-12-31,10,7,20,9,9,6,5.4,84,8.75,1024,30.625,11,7,7,113,113,113,météo défavorable
